species,study.id,preferred,type,genus,family,order,trophic.group,diet,diet.reference,latitude,longitude,study.location,sample.period,temperature.c,age.class,bodylength.metric,bodylength.mean.mm,bodylength.min.mm,bodylength.max.mm,bodylength.sd.mm,bodylength.n,ln.bodylength,gutlength.mean.mm,ln.gutlength.mean,gutlength.sd,relativelength.min,relativelength.max,relativelength.mean,relativelength.sd,relativelength.n,ln.relativelength,reference,notes,,
Stegastes_planifrons,13,Y,intestine,Stegastes,Pomacentridae,Perciformes,herbivore,diatoms,same,9.5,-78.7,Panama,February to June 1996,27.7,,standard,64.9,,,1.739252713,10,4.172847624,194.7,5.271459912,,,,3,0.632455532,10,1.098612289,"Cleveland, A., & Montgomery, W. (2003). Gut characteristics and assimilation efficiencies in two species of herbivorous damselfishes (Pomacentridae: Stegastes dorsopunicans and S. planifrons). Marine Biology, 142(1), 35–44.",,,
Stegastes_planifrons,13,Y,intestine,Stegastes,Pomacentridae,Perciformes,herbivore,diatoms,same,9.5,-78.7,Panama,February to June 1996,27.7,,standard,58,,,1.838477631,8,4.060443011,175.74,5.16900563,,,,3.03,0.989949494,8,1.10856262,"Cleveland, A., & Montgomery, W. (2003). Gut characteristics and assimilation efficiencies in two species of herbivorous damselfishes (Pomacentridae: Stegastes dorsopunicans and S. planifrons). Marine Biology, 142(1), 35–44.",,,
Stegastes_planifrons,13,Y,intestine,Stegastes,Pomacentridae,Perciformes,herbivore,diatoms,same,9.5,-78.7,Panama,February to June 1996,27.7,,standard,64.9,,,2.181971586,10,4.172847624,202.488,5.310680626,,,,3.12,0.505964426,10,1.137833002,"Cleveland, A., & Montgomery, W. (2003). Gut characteristics and assimilation efficiencies in two species of herbivorous damselfishes (Pomacentridae: Stegastes dorsopunicans and S. planifrons). Marine Biology, 142(1), 35–44.",,,
Stegastes_planifrons,13,Y,intestine,Stegastes,Pomacentridae,Perciformes,herbivore,diatoms,same,9.5,-78.7,Panama,February to June 1996,27.7,,standard,67.55,,,1.857309883,11,4.212868064,222.2395,5.403755629,,,,3.29,0.961821189,11,1.190887565,"Cleveland, A., & Montgomery, W. (2003). Gut characteristics and assimilation efficiencies in two species of herbivorous damselfishes (Pomacentridae: Stegastes dorsopunicans and S. planifrons). Marine Biology, 142(1), 35–44.",,,
Liza_facilpinnis,32,Y,intestine,Liza,Mugilidae,Mugiliformes,herbivore,herbivore-detritivore,same,5.5,-1.5,Ghana (Pra Estuary),February 1997 to July 1998,27.4,,standard,95,70,120,,143,4.553876892,411.35,6.019444434,,2.95,5.92,4.33,0.717495645,143,1.465567542,"Dankwa, H. R., Jr, J. B., & Yankson, K. (2005). Food and feeding habits of grey Mullets (Pisces: Mugilidae) in two estuaries in Ghana. West African Journal of Applied Ecology, 8(1).","Only reported length range, took midpoint as mean length.",,
Liza_facilpinnis,32,Y,intestine,Liza,Mugilidae,Mugiliformes,herbivore,herbivore-detritivore,same,5,0.5,Ghana (Volta Estuary),February 1997 to July 1998,27.6,,standard,178.5,125,232,,106,5.184588601,694.365,6.542997759,,2,4.59,3.89,0.72069411,106,1.358409158,"Dankwa, H. R., Jr, J. B., & Yankson, K. (2005). Food and feeding habits of grey Mullets (Pisces: Mugilidae) in two estuaries in Ghana. West African Journal of Applied Ecology, 8(1).","Only reported length range, took midpoint as mean length.",,
Liza_grandisquamis,32,Y,intestine,Liza,Mugilidae,Mugiliformes,herbivore,herbivore-detritivore,same,5.5,-1.5,Ghana (Pra Estuary),February 1997 to July 1998,27.4,,standard,120,80,160,,63,4.787491743,240,5.480638923,,1.08,2.56,2,0.476235236,63,0.693147181,"Dankwa, H. R., Jr, J. B., & Yankson, K. (2005). Food and feeding habits of grey Mullets (Pisces: Mugilidae) in two estuaries in Ghana. West African Journal of Applied Ecology, 8(1).","Only reported length range, took midpoint as mean length.",,
Mugil_bananensis,32,Y,intestine,Mugil,Mugilidae,Mugiliformes,herbivore,herbivore-detritivore,same,5.5,-1.5,Ghana (Pra Estuary),February 1997 to July 1998,27.4,,standard,122.5,75,170,,88,4.80811103,466.725,6.145740219,,2.67,4.58,3.81,0.469041576,88,1.337629189,"Dankwa, H. R., Jr, J. B., & Yankson, K. (2005). Food and feeding habits of grey Mullets (Pisces: Mugilidae) in two estuaries in Ghana. West African Journal of Applied Ecology, 8(1).","Only reported length range, took midpoint as mean length.",,
Mugil_bananensis,32,Y,intestine,Mugil,Mugilidae,Mugiliformes,herbivore,herbivore-detritivore,same,5,0.5,Ghana (Volta Estuary),February 1997 to July 1998,27.6,,standard,126,62,190,,78,4.836281907,473.76,6.160700864,,2.61,5.07,3.76,0.706540869,78,1.324418957,"Dankwa, H. R., Jr, J. B., & Yankson, K. (2005). Food and feeding habits of grey Mullets (Pisces: Mugilidae) in two estuaries in Ghana. West African Journal of Applied Ecology, 8(1).","Only reported length range, took midpoint as mean length.",,
Mugil_cephalus,32,N,intestine,Mugil,Mugilidae,Mugiliformes,omnivore,omnivore,same,5,0.5,Ghana (Volta Estuary),February 1997 to July 1998,27.6,,standard,244,113,375,,32,5.497168225,1112.64,7.014490849,,3.36,5.27,4.56,0.565685425,32,1.517322624,"Dankwa, H. R., Jr, J. B., & Yankson, K. (2005). Food and feeding habits of grey Mullets (Pisces: Mugilidae) in two estuaries in Ghana. West African Journal of Applied Ecology, 8(1).","Only reported length range, took midpoint as mean length.",,
Mugil_curema,32,Y,intestine,Mugil,Mugilidae,Mugiliformes,herbivore,herbivore-detritivore,same,5.5,-1.5,Ghana (Pra Estuary),February 1997 to July 1998,27.4,,standard,91.5,70,113,,104,4.516338972,366.915,5.905130214,,2.46,5.05,4.01,0.509901951,104,1.388791241,"Dankwa, H. R., Jr, J. B., & Yankson, K. (2005). Food and feeding habits of grey Mullets (Pisces: Mugilidae) in two estuaries in Ghana. West African Journal of Applied Ecology, 8(1).","Only reported length range, took midpoint as mean length.",,
Mugil_curema,32,Y,intestine,Mugil,Mugilidae,Mugiliformes,herbivore,herbivore-detritivore,same,5,0.5,Ghana (Volta Estuary),February 1997 to July 1998,27.6,,standard,161,87,235,,124,5.081404365,637.56,6.45764839,,2.48,5.59,3.96,0.556776436,124,1.376244025,"Dankwa, H. R., Jr, J. B., & Yankson, K. (2005). Food and feeding habits of grey Mullets (Pisces: Mugilidae) in two estuaries in Ghana. West African Journal of Applied Ecology, 8(1).","Only reported length range, took midpoint as mean length.",,
Hyporhamphus_regularis,30,Y,entire gut,Hyporhamphus,Hemiramphidae,Beloniformes,carnivore,invertebrates,same,-27.5,153.4,Australia,06-Jun,22.6,juvenile,standard,62,,,,7,4.127134385,36.58,3.599501643,,,,0.59,0.041231056,17,-0.527632742,"Day, R. D., German, D. P., & Tibbetts, I. R. (2011). Why can’t young fish eat plants? Neither digestive enzymes nor gut development preclude herbivory in the young of a stomachless marine herbivorous fish. Comparative Biochemistry and Physiology Part B: Biochemistry and Molecular Biology, 158(1), 23–29.",Took midpoint length from enzyme analysis for mean length.,,
Hyporhamphus_regularis,30,Y,entire gut,Hyporhamphus,Hemiramphidae,Beloniformes,herbivore,seagrass,same,-27.5,153.4,Australia,06-Jun,22.6,adult,standard,160,,,,10,5.075173815,78.4,4.361823927,,,,0.49,0.031622777,10,-0.713349888,"Day, R. D., German, D. P., & Tibbetts, I. R. (2011). Why can’t young fish eat plants? Neither digestive enzymes nor gut development preclude herbivory in the young of a stomachless marine herbivorous fish. Comparative Biochemistry and Physiology Part B: Biochemistry and Molecular Biology, 158(1), 23–29.",Took midpoint length from enzyme analysis for mean length.,,
Enneapterygius_tutilae,43,Y,entire gut,Enneapterygius,Enneapterygius,Blenniiformes,carnivore,invertebrates,same,-18.6,146.5,Orpheus Island Australia,March to July 2001,26.1,adult,total,19.5884,,,,,2.974937554,7.08708312,1.958273848,,,,0.3618,,,-1.016663706,"Depczynski, M., & Bellwood, D. (2003). The role of cryptobenthic reef fishes in coral reef trophodynamics. Marine Ecology Progress Series, 256, 183–191. ",Appear from description to be stomachless fishes.,,
Amblygobius_rainfordii,43,Y,entire gut,Amblygobius,Gobiidae,Gobiiformes,herbivore,herbivore-detritivore,same,-18.6,146.5,Orpheus Island Australia,March to July 2001,26.1,adult,total,56.4979,,,,,4.034203469,46.68421477,3.843406094,,,,0.8263,,,-0.190797375,"Depczynski, M., & Bellwood, D. (2003). The role of cryptobenthic reef fishes in coral reef trophodynamics. Marine Ecology Progress Series, 256, 183–191. ",Appear from description to be stomachless fishes.,,
Eviota_queenslandica,43,Y,entire gut,Eviota,Gobiidae,Gobiiformes,omnivore,omnivore,same,-18.6,146.5,Orpheus Island Australia,March to July 2001,26.1,adult,total,21.155,,,,,3.051876284,7.7786935,2.051388393,,,,0.3677,,,-1.000487891,"Depczynski, M., & Bellwood, D. (2003). The role of cryptobenthic reef fishes in coral reef trophodynamics. Marine Ecology Progress Series, 256, 183–191. ",Appear from description to be stomachless fishes.,,
Eviota_spC,43,Y,entire gut,Eviota,Gobiidae,Gobiiformes,carnivore,invertebrates,same,-18.6,146.5,Orpheus Island Australia,March to July 2001,26.1,adult,total,21.4046,,,,,3.063605852,5.10713756,1.630639083,,,,0.2386,,,-1.432966769,"Depczynski, M., & Bellwood, D. (2003). The role of cryptobenthic reef fishes in coral reef trophodynamics. Marine Ecology Progress Series, 256, 183–191. ",Appear from description to be stomachless fishes.,,
Pleurosicya_muscarum,43,Y,entire gut,Pleurosicya,Gobiidae,Gobiiformes,carnivore,invertebrates,same,-18.6,146.5,Orpheus Island Australia,March to July 2001,26.1,adult,total,17.3846,,,,,2.855584757,5.89859478,1.77471415,,,,0.3393,,,-1.080870607,"Depczynski, M., & Bellwood, D. (2003). The role of cryptobenthic reef fishes in coral reef trophodynamics. Marine Ecology Progress Series, 256, 183–191. ",Appear from description to be stomachless fishes.,,
Priolepis_nuchifasciatus,43,Y,entire gut,Priolepis,Gobiidae,Gobiiformes,carnivore,invertebrates,same,-18.6,146.5,Orpheus Island Australia,March to July 2001,26.1,adult,total,20.1727,,,,,3.004330205,5.86420389,1.768866734,,,,0.2907,,,-1.235463471,"Depczynski, M., & Bellwood, D. (2003). The role of cryptobenthic reef fishes in coral reef trophodynamics. Marine Ecology Progress Series, 256, 183–191. ",Appear from description to be stomachless fishes.,,
Trimma_caesiura,43,Y,entire gut,Trimma,Gobiidae,Gobiiformes,omnivore,omnivore,same,-18.6,146.5,Orpheus Island Australia,March to July 2001,26.1,adult,total,28.4197,,,,,3.347082567,13.49367356,2.60222095,,,,0.4748,,,-0.744861616,"Depczynski, M., & Bellwood, D. (2003). The role of cryptobenthic reef fishes in coral reef trophodynamics. Marine Ecology Progress Series, 256, 183–191. ",Appear from description to be stomachless fishes.,,
Trimma_striatum,43,Y,entire gut,Trimma,Gobiidae,Gobiiformes,carnivore,invertebrates,same,-18.6,146.5,Orpheus Island Australia,March to July 2001,26.1,adult,total,26.9167,,,,,3.292746912,10.76668,2.37645618,,,,0.4,,,-0.916290732,"Depczynski, M., & Bellwood, D. (2003). The role of cryptobenthic reef fishes in coral reef trophodynamics. Marine Ecology Progress Series, 256, 183–191. ",Appear from description to be stomachless fishes.,Changed to accepted synonym Trimma striatum from Trimma striata,
Assessor_macneilli,43,Y,entire gut,Assessor,Plesiopidae,Perciformes,omnivore,omnivore,same,-18.6,146.5,Orpheus Island Australia,March to July 2001,26.1,adult,total,39.2468,,,,,3.669869912,18.27723476,2.905656283,,,,0.4657,,,-0.764213629,"Depczynski, M., & Bellwood, D. (2003). The role of cryptobenthic reef fishes in coral reef trophodynamics. Marine Ecology Progress Series, 256, 183–191. ",Appear from description to be stomachless fishes.,,
Abudefduf_saxatilis,11,N,intestine,Abudefduf,Pomacentridae,Perciformes,omnivore,omnivore,same,24.9,-80.6,Alligator Reef Florida Keys,,27,,standard,49.34370952,19.5084,86.5591,20.76213302,21,3.898810291,64.67302381,4.169344172,44.5903798,0.614484017,2.308553005,1.310664002,0.420177916,21,0.184354446,"Emery, A. R. (1973). Comparative Ecology and Functional Osteology of Fourteen Species of Damselfish (Pisces: Pomacentridae) at Alligator Reef, Florida Keys. Bulletin of Marine Science, 23(3), 649–770.",Diet classifications based on Table 20 and preceding descriptions.,Collection date not reported so took temperature data for area for five years preceding publication.,
Abudefduf_taurus,11,Y,intestine,Abudefduf,Pomacentridae,Perciformes,herbivore,turf algae,same,24.9,-80.6,Alligator Reef Florida Keys,,27,,standard,28.819275,14.2651,76.8193,20.32322209,8,3.361044434,173.4628375,5.155963383,165.693642,4.470423002,7.363672931,6.018986859,1.008823302,10,1.698374902,"Emery, A. R. (1973). Comparative Ecology and Functional Osteology of Fourteen Species of Damselfish (Pisces: Pomacentridae) at Alligator Reef, Florida Keys. Bulletin of Marine Science, 23(3), 649–770.",Diet classifications based on Table 20 and preceding descriptions.,Collection date not reported so took temperature data for area for five years preceding publication.,
Chromis_cyanea,11,Y,intestine,Chromis,Pomacentridae,Perciformes,omnivore,omnivore,same,24.9,-80.6,Alligator Reef Florida Keys,,27,,standard,59.09762593,22.7656,77.2666,16.66048413,27,4.079190753,64.69287778,4.169651115,25.07361619,0.682292582,1.395634221,1.094678115,0.169981748,27,0.055915032,"Emery, A. R. (1973). Comparative Ecology and Functional Osteology of Fourteen Species of Damselfish (Pisces: Pomacentridae) at Alligator Reef, Florida Keys. Bulletin of Marine Science, 23(3), 649–770.",Diet classifications based on Table 20 and preceding descriptions.,Collection date not reported so took temperature data for area for five years preceding publication.,
Chromis_enchrysurus,11,Y,intestine,Chromis,Pomacentridae,Perciformes,carnivore,zooplankton,same,24.9,-80.6,Alligator Reef Florida Keys,,27,,standard,51.62793333,13.7385,88.2604,23.03044968,27,3.94406287,56.91205556,4.041507191,30.26098197,0.634203152,1.295367514,1.102350063,0.181454131,27,0.038472597,"Emery, A. R. (1973). Comparative Ecology and Functional Osteology of Fourteen Species of Damselfish (Pisces: Pomacentridae) at Alligator Reef, Florida Keys. Bulletin of Marine Science, 23(3), 649–770.",Diet classifications based on Table 20 and preceding descriptions.,Collection date not reported so took temperature data for area for five years preceding publication.,
Chromis_insolatus,11,Y,intestine,Chromis,Pomacentridae,Perciformes,carnivore,zooplankton,same,24.9,-80.6,Alligator Reef Florida Keys,,27,,standard,46.995736,21.5396,72.3761,15.52272669,25,3.850056874,37.542936,3.625485238,16.57072123,0.482852257,0.95113107,0.798858347,0.129531513,25,-0.264099809,"Emery, A. R. (1973). Comparative Ecology and Functional Osteology of Fourteen Species of Damselfish (Pisces: Pomacentridae) at Alligator Reef, Florida Keys. Bulletin of Marine Science, 23(3), 649–770.",Diet classifications based on Table 20 and preceding descriptions.,Collection date not reported so took temperature data for area for five years preceding publication.,
Chromis_multilineata,11,Y,intestine,Chromis,Pomacentridae,Perciformes,carnivore,zooplankton,same,24.9,-80.6,Alligator Reef Florida Keys,,27,,standard,71.624155,19.321,99.7023,25.40043827,20,4.271432377,83.50766,4.424938364,35.73082314,0.584762693,1.431451801,1.165914767,0.224359111,20,0.099596325,"Emery, A. R. (1973). Comparative Ecology and Functional Osteology of Fourteen Species of Damselfish (Pisces: Pomacentridae) at Alligator Reef, Florida Keys. Bulletin of Marine Science, 23(3), 649–770.",Diet classifications based on Table 20 and preceding descriptions.,Collection date not reported so took temperature data for area for five years preceding publication.,
Chromis_scotti,11,Y,intestine,Chromis,Pomacentridae,Perciformes,omnivore,omnivore,same,24.9,-80.6,Alligator Reef Florida Keys,,27,,standard,37.7943087,9.0298,58.0577,15.54991615,23,3.632158528,34.48596957,3.540552562,16.75699892,0.65550732,1.086834311,0.912464621,0.102966067,23,-0.126756163,"Emery, A. R. (1973). Comparative Ecology and Functional Osteology of Fourteen Species of Damselfish (Pisces: Pomacentridae) at Alligator Reef, Florida Keys. Bulletin of Marine Science, 23(3), 649–770.",Diet classifications based on Table 20 and preceding descriptions.,Collection date not reported so took temperature data for area for five years preceding publication.,
Microspathodon_chrysurus,11,Y,intestine,Microspathodon,Pomacentridae,Perciformes,omnivore,omnivore,same,24.9,-80.6,Alligator Reef Florida Keys,,27,,standard,38.7306875,8.5166,75.5005,23.52123947,16,3.656632244,245.4312625,5.503016918,206.2982521,1.756146819,9.533186298,6.336868213,2.217292235,16,1.651644782,"Emery, A. R. (1973). Comparative Ecology and Functional Osteology of Fourteen Species of Damselfish (Pisces: Pomacentridae) at Alligator Reef, Florida Keys. Bulletin of Marine Science, 23(3), 649–770.",Diet classifications based on Table 20 and preceding descriptions.,Collection date not reported so took temperature data for area for five years preceding publication.,
Stegastes_fuscus,11,Y,intestine,Stegastes,Pomacentridae,Perciformes,omnivore,omnivore,same,24.9,-80.6,Alligator Reef Florida Keys,,27,,standard,53.07680833,12.7242,71.737,18.67454502,24,3.971740078,88.6215,4.484374492,40.27849197,0.785974757,2.536293989,1.669684044,0.342514511,24,0.458766489,"Emery, A. R. (1973). Comparative Ecology and Functional Osteology of Fourteen Species of Damselfish (Pisces: Pomacentridae) at Alligator Reef, Florida Keys. Bulletin of Marine Science, 23(3), 649–770.",Diet classifications based on Table 20 and preceding descriptions.,Collection date not reported so took temperature data for area for five years preceding publication.,
Stegastes_leucostictus,11,Y,intestine,Stegastes,Pomacentridae,Perciformes,omnivore,omnivore,same,24.9,-80.6,Alligator Reef Florida Keys,,27,,standard,36.59001667,11.8504,67.7469,14.57307224,18,3.599775435,65.99721667,4.189612569,32.09399217,0.906560116,2.359628371,1.803694632,0.302672589,18,0.550344891,"Emery, A. R. (1973). Comparative Ecology and Functional Osteology of Fourteen Species of Damselfish (Pisces: Pomacentridae) at Alligator Reef, Florida Keys. Bulletin of Marine Science, 23(3), 649–770.",Diet classifications based on Table 20 and preceding descriptions.,Collection date not reported so took temperature data for area for five years preceding publication.,
Stegastes_partitus,11,Y,intestine,Stegastes,Pomacentridae,Perciformes,herbivore,turf algae,same,24.9,-80.6,Alligator Reef Florida Keys,,27,,standard,43.07586061,12.9111,61.6136,13.03545404,33,3.762962761,97.42078485,4.579039585,39.08921579,1.232226534,2.837366701,2.261609715,0.362781737,33,0.779383946,"Emery, A. R. (1973). Comparative Ecology and Functional Osteology of Fourteen Species of Damselfish (Pisces: Pomacentridae) at Alligator Reef, Florida Keys. Bulletin of Marine Science, 23(3), 649–770.",Diet classifications based on Table 20 and preceding descriptions.,Collection date not reported so took temperature data for area for five years preceding publication.,
Stegastes_planifrons,11,Y,intestine,Stegastes,Pomacentridae,Perciformes,omnivore,omnivore,same,24.9,-80.6,Alligator Reef Florida Keys,,27,,standard,47.1594875,16.8176,72.2013,18.18647896,16,3.853535208,132.2801375,4.884921928,73.89921652,1.45012368,3.600622442,2.804952821,0.63664368,16,0.959888758,"Emery, A. R. (1973). Comparative Ecology and Functional Osteology of Fourteen Species of Damselfish (Pisces: Pomacentridae) at Alligator Reef, Florida Keys. Bulletin of Marine Science, 23(3), 649–770.",Diet classifications based on Table 20 and preceding descriptions.,Collection date not reported so took temperature data for area for five years preceding publication.,
Stegastes_variabilis,11,Y,intestine,Stegastes,Pomacentridae,Perciformes,omnivore,omnivore,same,24.9,-80.6,Alligator Reef Florida Keys,,27,,standard,44.94951154,15.6562,76.7542,19.55754345,26,3.805539894,77.58534615,4.351378571,42.3804045,0.895718476,2.195233616,1.726055378,0.362486338,26,0.488652658,"Emery, A. R. (1973). Comparative Ecology and Functional Osteology of Fourteen Species of Damselfish (Pisces: Pomacentridae) at Alligator Reef, Florida Keys. Bulletin of Marine Science, 23(3), 649–770.",Diet classifications based on Table 20 and preceding descriptions.,Collection date not reported so took temperature data for area for five years preceding publication.,
Acanthurus_gahhm,10,Y,entire gut,Acanthurus,Acanthuridae,Perciformes,herbivore,herbivore-detritivore,same,7.15,79.8,Sri Lanka,April 2014 to April 2016,28.5,,standard,118,62,174,,21,4.770684624,346.92,5.849094206,,,,2.94,0.83,21,1.078409581,"Gammanpila, M., Upali S. Amarasinghe, & Wijeyaratne, M.J.S. (2017). Morphological Correlates with Diet of Fish Assemblages in Brush Park Fisheries of Tropical Estuaries. Environmental Biology of Fishes 100(10), 1285–99.",Only reported a length range so took midpoint for average.,"Used Table S3 to assign diet categories.  >75% algae or animal food = herbivore or carnivore, respectively.",
Ambassis_gymnocephalus,10,Y,entire gut,Ambassis,Ambassidae,Perciformes,carnivore,invertebrates,same,7.15,79.8,Sri Lanka,April 2014 to April 2016,28.5,,standard,127.5,81,174,,13,4.848116365,128.775,4.858066695,,,,1.01,0.24,13,0.009950331,"Gammanpila, M., Upali S. Amarasinghe, & Wijeyaratne, M.J.S. (2017). Morphological Correlates with Diet of Fish Assemblages in Brush Park Fisheries of Tropical Estuaries. Environmental Biology of Fishes 100(10), 1285–99.",Only reported a length range so took midpoint for average.,"Used Table S3 to assign diet categories.  >75% algae or animal food = herbivore or carnivore, respectively.",
Anguilla_bicolor,10,Y,entire gut,Anguilla,Anguillidae,Anguilliformes,carnivore,fish,same,7.15,79.8,Sri Lanka,April 2014 to April 2016,28.5,,standard,603,603,603,,1,6.401917197,416.07,6.030853515,,,,0.69,,1,-0.371063681,"Gammanpila, M., Upali S. Amarasinghe, & Wijeyaratne, M.J.S. (2017). Morphological Correlates with Diet of Fish Assemblages in Brush Park Fisheries of Tropical Estuaries. Environmental Biology of Fishes 100(10), 1285–99.",Only reported a length range so took midpoint for average.,"Used Table S3 to assign diet categories.  >75% algae or animal food = herbivore or carnivore, respectively.",
Yarica_hyalosoma,10,Y,entire gut,Yarica,Apogonidae,Kurtiformes,carnivore,invertebrates,same,7.15,79.8,Sri Lanka,April 2014 to April 2016,28.5,,standard,110.5,89,132,,3,4.705015521,129.285,4.86201927,,,,1.17,0.04,3,0.157003749,"Gammanpila, M., Upali S. Amarasinghe, & Wijeyaratne, M.J.S. (2017). Morphological Correlates with Diet of Fish Assemblages in Brush Park Fisheries of Tropical Estuaries. Environmental Biology of Fishes 100(10), 1285–99.",Only reported a length range so took midpoint for average.,"Used Table S3 to assign diet categories.  >75% algae or animal food = herbivore or carnivore, respectively.","Changed Apogon hyalosoma to accepted name, Yarica hyalosoma"
Arius_jella,10,Y,entire gut,Arius,Ariidae,Siluriformes,carnivore,invertebrates and fish,same,7.15,79.8,Sri Lanka,April 2014 to April 2016,28.5,,standard,225.5,146,305,,24,5.418320159,599.83,6.396646282,,,,2.66,0.67,24,0.978326123,"Gammanpila, M., Upali S. Amarasinghe, & Wijeyaratne, M.J.S. (2017). Morphological Correlates with Diet of Fish Assemblages in Brush Park Fisheries of Tropical Estuaries. Environmental Biology of Fishes 100(10), 1285–99.",Only reported a length range so took midpoint for average.,"Used Table S3 to assign diet categories.  >75% algae or animal food = herbivore or carnivore, respectively.",
Arius_maculatus,10,Y,entire gut,Arius,Ariidae,Siluriformes,carnivore,invertebrates and fish,same,7.15,79.8,Sri Lanka,April 2014 to April 2016,28.5,,standard,196.5,106,287,,9,5.280662431,467.67,6.147762919,,,,2.38,0.7,9,0.867100488,"Gammanpila, M., Upali S. Amarasinghe, & Wijeyaratne, M.J.S. (2017). Morphological Correlates with Diet of Fish Assemblages in Brush Park Fisheries of Tropical Estuaries. Environmental Biology of Fishes 100(10), 1285–99.",Only reported a length range so took midpoint for average.,"Used Table S3 to assign diet categories.  >75% algae or animal food = herbivore or carnivore, respectively.",
Ophiocara_porocephala,10,Y,entire gut,Ophiocara,Butidae,Gobiiformes,carnivore,invertebrates,same,7.15,79.8,Sri Lanka,April 2014 to April 2016,28.5,,standard,174.5,142,207,,5,5.161924742,155.305,5.045390925,,,,0.89,0.21,5,-0.116533816,"Gammanpila, M., Upali S. Amarasinghe, & Wijeyaratne, M.J.S. (2017). Morphological Correlates with Diet of Fish Assemblages in Brush Park Fisheries of Tropical Estuaries. Environmental Biology of Fishes 100(10), 1285–99.",Only reported a length range so took midpoint for average.,"Used Table S3 to assign diet categories.  >75% algae or animal food = herbivore or carnivore, respectively.",
Carangoides_talamporoides,10,Y,entire gut,Carangoides,Carangidae,Carangiformes,carnivore,invertebrates,same,7.15,79.8,Sri Lanka,April 2014 to April 2016,28.5,,standard,150.5,124,177,,2,5.013963084,135.45,4.908602569,,,,0.9,0.09,2,-0.105360516,"Gammanpila, M., Upali S. Amarasinghe, & Wijeyaratne, M.J.S. (2017). Morphological Correlates with Diet of Fish Assemblages in Brush Park Fisheries of Tropical Estuaries. Environmental Biology of Fishes 100(10), 1285–99.",Only reported a length range so took midpoint for average.,"Used Table S3 to assign diet categories.  >75% algae or animal food = herbivore or carnivore, respectively.",
Caranx_sexfasciatus,10,Y,entire gut,Caranx,Carangidae,Carangiformes,carnivore,invertebrates and fish,same,7.15,79.8,Sri Lanka,April 2014 to April 2016,28.5,,standard,132.5,92,173,,23,4.886582645,83.475,4.424547186,,,,0.63,0.15,23,-0.46203546,"Gammanpila, M., Upali S. Amarasinghe, & Wijeyaratne, M.J.S. (2017). Morphological Correlates with Diet of Fish Assemblages in Brush Park Fisheries of Tropical Estuaries. Environmental Biology of Fishes 100(10), 1285–99.",Only reported a length range so took midpoint for average.,"Used Table S3 to assign diet categories.  >75% algae or animal food = herbivore or carnivore, respectively.",
Etroplus_suratensis,10,Y,entire gut,Etroplus,Cichlidae,Cichliformes,herbivore,herbivore-detritivore,same,7.15,79.8,Sri Lanka,April 2014 to April 2016,28.5,,standard,145,55,235,,96,4.976733742,632.2,6.4492058,,,,4.36,1.35,96,1.472472057,"Gammanpila, M., Upali S. Amarasinghe, & Wijeyaratne, M.J.S. (2017). Morphological Correlates with Diet of Fish Assemblages in Brush Park Fisheries of Tropical Estuaries. Environmental Biology of Fishes 100(10), 1285–99.",Only reported a length range so took midpoint for average.,"Used Table S3 to assign diet categories.  >75% algae or animal food = herbivore or carnivore, respectively.",
Oreochromis_mossambicus,10,Y,entire gut,Oreochromis,Cichlidae,Cichliformes,herbivore,herbivore-detritivore,same,7.15,79.8,Sri Lanka,April 2014 to April 2016,28.5,,standard,274,253,295,,2,5.613128106,2022.12,7.611901745,,,,7.38,0.3,2,1.998773639,"Gammanpila, M., Upali S. Amarasinghe, & Wijeyaratne, M.J.S. (2017). Morphological Correlates with Diet of Fish Assemblages in Brush Park Fisheries of Tropical Estuaries. Environmental Biology of Fishes 100(10), 1285–99.",Only reported a length range so took midpoint for average.,"Used Table S3 to assign diet categories.  >75% algae or animal food = herbivore or carnivore, respectively.",
Oreochromis_niloticus,10,Y,entire gut,Oreochromis,Cichlidae,Cichliformes,herbivore,herbivore-detritivore,same,7.15,79.8,Sri Lanka,April 2014 to April 2016,28.5,,standard,218.5,214,223,,3,5.386786015,2274.585,7.729552897,,,,10.41,0.27,3,2.342766883,"Gammanpila, M., Upali S. Amarasinghe, & Wijeyaratne, M.J.S. (2017). Morphological Correlates with Diet of Fish Assemblages in Brush Park Fisheries of Tropical Estuaries. Environmental Biology of Fishes 100(10), 1285–99.",Only reported a length range so took midpoint for average.,"Used Table S3 to assign diet categories.  >75% algae or animal food = herbivore or carnivore, respectively.",
Gerres_abbreviatus,10,Y,entire gut,Gerres,Gerreidae,Perciformes,omnivore,omnivore,same,7.15,79.8,Sri Lanka,April 2014 to April 2016,28.5,,standard,109.5,75,144,,16,4.695924549,131.4,4.878246106,,,,1.2,0.4,16,0.182321557,"Gammanpila, M., Upali S. Amarasinghe, & Wijeyaratne, M.J.S. (2017). Morphological Correlates with Diet of Fish Assemblages in Brush Park Fisheries of Tropical Estuaries. Environmental Biology of Fishes 100(10), 1285–99.",Only reported a length range so took midpoint for average.,"Used Table S3 to assign diet categories.  >75% algae or animal food = herbivore or carnivore, respectively.",
