species,study.id,dataset.id,wild.lab,order,family,genus,trophic.group,latitude,longitude,study.location,diet,diet.details,temperature.c,temperature.variation,method,absorption.efficiency.n,component,absorption.efficiency,age.class,bodylength.metric,ln.bodylength,bodylength.avg.mm,bodylength.min.mm,bodylength.max.mm,bodylength.sd.mm,bodylength.se.mm,bodylength.n,mass.avg.g,mass.sd.g,mass.min.g,mass.max.g,mass.n,reference,notes,more notes,
Kyphosus_cinerascens,1,1J,wild,Perciformes,Kyphosidae,Kyphosus,herbivore,-14.6,145.5,Great Barrier Reef,macroalgae,,28.9,,marker,5,lipid,0.802,adult,standard,5.774551546,322,254,342,,,5,1244,,577,1529,,"Crossman, D. J., Choat, J. H., & Clements, K. D. (2005). Nutritional ecology of nominally herbivorous fishes on coral reefs. Marine Ecology Progress Series, 296, 129–142.",Took NOAA temperature for study period as none reported.,,
Kyphosus_cinerascens,1,1J,wild,Perciformes,Kyphosidae,Kyphosus,herbivore,-14.6,145.5,Great Barrier Reef,macroalgae,,28.9,,marker,5,carbohydrate,0.837,adult,standard,5.774551546,322,254,342,,,5,1244,,577,1529,,"Crossman, D. J., Choat, J. H., & Clements, K. D. (2005). Nutritional ecology of nominally herbivorous fishes on coral reefs. Marine Ecology Progress Series, 296, 129–142.",Took NOAA temperature for study period as none reported.,,
Kyphosus_vaigiensis,1,1K,wild,Perciformes,Kyphosidae,Kyphosus,herbivore,-14.6,145.5,Great Barrier Reef,macroalgae,,28.9,,marker,3,lipid,0.554,adult,standard,5.700443573,299,290,312,,,5,896,,864,892,,"Crossman, D. J., Choat, J. H., & Clements, K. D. (2005). Nutritional ecology of nominally herbivorous fishes on coral reefs. Marine Ecology Progress Series, 296, 129–142.",Took NOAA temperature for study period as none reported.,,
Kyphosus_vaigiensis,1,1K,wild,Perciformes,Kyphosidae,Kyphosus,herbivore,-14.6,145.5,Great Barrier Reef,macroalgae,,28.9,,marker,3,carbohydrate,0.628,adult,standard,5.700443573,299,290,312,,,5,896,,864,892,,"Crossman, D. J., Choat, J. H., & Clements, K. D. (2005). Nutritional ecology of nominally herbivorous fishes on coral reefs. Marine Ecology Progress Series, 296, 129–142.",Took NOAA temperature for study period as none reported.,,
Melanostigma_pammelas,49,49C,lab,Perciformes,Zoarcidae,Melanostigma,carnivore,36.8,-121.9,Monterey Bay California,invertebrate,Euphausia pacifica,5,,total collection,17,organic,0.864773,,standard,4.418840608,83,69,91,7,,11,,,,,,"Drazen, J. C., Reisenbichler, K. R., & Robison, B. H. (2007). A comparison of absorption and assimilation efficiencies between four species of shallow- and deep-living fishes. Marine Biology, 151(4), 1551–1558. ",,,
Melanostigma_pammelas,49,49C,lab,Perciformes,Zoarcidae,Melanostigma,carnivore,36.8,-121.9,Monterey Bay California,invertebrate,Euphausia pacifica,5,,total collection,17,protein,0.865196,,standard,4.418840608,83,69,91,7,,11,,,,,,"Drazen, J. C., Reisenbichler, K. R., & Robison, B. H. (2007). A comparison of absorption and assimilation efficiencies between four species of shallow- and deep-living fishes. Marine Biology, 151(4), 1551–1558. ",,,
Melanostigma_pammelas,49,49C,lab,Perciformes,Zoarcidae,Melanostigma,carnivore,36.8,-121.9,Monterey Bay California,invertebrate,Euphausia pacifica,5,,total collection,17,energy,0.876934,,standard,4.418840608,83,69,91,7,,11,,,,,,"Drazen, J. C., Reisenbichler, K. R., & Robison, B. H. (2007). A comparison of absorption and assimilation efficiencies between four species of shallow- and deep-living fishes. Marine Biology, 151(4), 1551–1558. ",,,
Melanostigma_pammelas,49,49C,lab,Perciformes,Zoarcidae,Melanostigma,carnivore,36.8,-121.9,Monterey Bay California,invertebrate,Euphausia pacifica,5,,total collection,17,lipid,0.930924,,standard,4.418840608,83,69,91,7,,11,,,,,,"Drazen, J. C., Reisenbichler, K. R., & Robison, B. H. (2007). A comparison of absorption and assimilation efficiencies between four species of shallow- and deep-living fishes. Marine Biology, 151(4), 1551–1558. ",,,
Lycodapus_mandibularis,49,49D,lab,Perciformes,Zoarcidae,Lycodapus,carnivore,36.8,-121.9,Monterey Bay California,invertebrate,Euphausia pacifica,5,,total collection,6,organic,0.895579,,standard,4.828313737,125,81,157,25,,13,,,,,,"Drazen, J. C., Reisenbichler, K. R., & Robison, B. H. (2007). A comparison of absorption and assimilation efficiencies between four species of shallow- and deep-living fishes. Marine Biology, 151(4), 1551–1558. ",,,
Lycodapus_mandibularis,49,49D,lab,Perciformes,Zoarcidae,Lycodapus,carnivore,36.8,-121.9,Monterey Bay California,invertebrate,Euphausia pacifica,5,,total collection,6,protein,0.908809,,standard,4.828313737,125,81,157,25,,13,,,,,,"Drazen, J. C., Reisenbichler, K. R., & Robison, B. H. (2007). A comparison of absorption and assimilation efficiencies between four species of shallow- and deep-living fishes. Marine Biology, 151(4), 1551–1558. ",,,
Lycodapus_mandibularis,49,49D,lab,Perciformes,Zoarcidae,Lycodapus,carnivore,36.8,-121.9,Monterey Bay California,invertebrate,Euphausia pacifica,5,,total collection,6,energy,0.91605,,standard,4.828313737,125,81,157,25,,13,,,,,,"Drazen, J. C., Reisenbichler, K. R., & Robison, B. H. (2007). A comparison of absorption and assimilation efficiencies between four species of shallow- and deep-living fishes. Marine Biology, 151(4), 1551–1558. ",,,
Lycodapus_mandibularis,49,49D,lab,Perciformes,Zoarcidae,Lycodapus,carnivore,36.8,-121.9,Monterey Bay California,invertebrate,Euphausia pacifica,5,,total collection,6,lipid,0.939967,,standard,4.828313737,125,81,157,25,,13,,,,,,"Drazen, J. C., Reisenbichler, K. R., & Robison, B. H. (2007). A comparison of absorption and assimilation efficiencies between four species of shallow- and deep-living fishes. Marine Biology, 151(4), 1551–1558. ",,,
Xiphister_atropurpureus,49,49A,lab,Perciformes,Stichaedae,Xiphister,carnivore,36.8,-121.9,Monterey Bay California,invertebrate,Euphausia pacifica,15,,total collection,12,organic,0.892221,,standard,4.86753445,130,86,179,28,,13,,,,,,"Drazen, J. C., Reisenbichler, K. R., & Robison, B. H. (2007). A comparison of absorption and assimilation efficiencies between four species of shallow- and deep-living fishes. Marine Biology, 151(4), 1551–1558. ",,,
Xiphister_atropurpureus,49,49A,lab,Perciformes,Stichaedae,Xiphister,carnivore,36.8,-121.9,Monterey Bay California,invertebrate,Euphausia pacifica,15,,total collection,12,protein,0.918256,,standard,4.86753445,130,86,179,28,,13,,,,,,"Drazen, J. C., Reisenbichler, K. R., & Robison, B. H. (2007). A comparison of absorption and assimilation efficiencies between four species of shallow- and deep-living fishes. Marine Biology, 151(4), 1551–1558. ",,,
Xiphister_atropurpureus,49,49A,lab,Perciformes,Stichaedae,Xiphister,carnivore,36.8,-121.9,Monterey Bay California,invertebrate,Euphausia pacifica,15,,total collection,12,energy,0.925922,,standard,4.86753445,130,86,179,28,,13,,,,,,"Drazen, J. C., Reisenbichler, K. R., & Robison, B. H. (2007). A comparison of absorption and assimilation efficiencies between four species of shallow- and deep-living fishes. Marine Biology, 151(4), 1551–1558. ",,,
Xiphister_atropurpureus,49,49A,lab,Perciformes,Stichaedae,Xiphister,carnivore,36.8,-121.9,Monterey Bay California,invertebrate,Euphausia pacifica,15,,total collection,12,lipid,0.94813,,standard,4.86753445,130,86,179,28,,13,,,,,,"Drazen, J. C., Reisenbichler, K. R., & Robison, B. H. (2007). A comparison of absorption and assimilation efficiencies between four species of shallow- and deep-living fishes. Marine Biology, 151(4), 1551–1558. ",,,
Eucryphycus_californicus,49,49B,lab,Perciformes,Zoarcidae,Eucryphycus,carnivore,36.8,-121.9,Monterey Bay California,invertebrate,Euphausia pacifica,8,,total collection,9,organic,0.868772,,standard,5.010635294,150,101,193,32,,8,,,,,,"Drazen, J. C., Reisenbichler, K. R., & Robison, B. H. (2007). A comparison of absorption and assimilation efficiencies between four species of shallow- and deep-living fishes. Marine Biology, 151(4), 1551–1558. ",,,
Eucryphycus_californicus,49,49B,lab,Perciformes,Zoarcidae,Eucryphycus,carnivore,36.8,-121.9,Monterey Bay California,invertebrate,Euphausia pacifica,8,,total collection,9,protein,0.903123,,standard,5.010635294,150,101,193,32,,8,,,,,,"Drazen, J. C., Reisenbichler, K. R., & Robison, B. H. (2007). A comparison of absorption and assimilation efficiencies between four species of shallow- and deep-living fishes. Marine Biology, 151(4), 1551–1558. ",,,
Eucryphycus_californicus,49,49B,lab,Perciformes,Zoarcidae,Eucryphycus,carnivore,36.8,-121.9,Monterey Bay California,invertebrate,Euphausia pacifica,8,,total collection,9,energy,0.907056,,standard,5.010635294,150,101,193,32,,8,,,,,,"Drazen, J. C., Reisenbichler, K. R., & Robison, B. H. (2007). A comparison of absorption and assimilation efficiencies between four species of shallow- and deep-living fishes. Marine Biology, 151(4), 1551–1558. ",,,
Eucryphycus_californicus,49,49B,lab,Perciformes,Zoarcidae,Eucryphycus,carnivore,36.8,-121.9,Monterey Bay California,invertebrate,Euphausia pacifica,8,,total collection,9,lipid,0.908674,,standard,5.010635294,150,101,193,32,,8,,,,,,"Drazen, J. C., Reisenbichler, K. R., & Robison, B. H. (2007). A comparison of absorption and assimilation efficiencies between four species of shallow- and deep-living fishes. Marine Biology, 151(4), 1551–1558. ",,,
Pomadasys_commersonni,53,53C,lab,Perciformes,Haemulidae,Pomadasys,carnivore,,,South Africa,invertebrate,Donax serra,20,,total collection,13,carbohydrate,0.4829,,standard,5.616598772,274.9526144,159.6012112,410.269363,,,,436.8769231,,85.4,1452,,"Du Preez, H. H., & Cockroft, A. C. (1988). Nonfaecal and faecal losses of Pomadasys commersonni (Teleostei: Pomadasyidae) feeding on the surf clam, Donax serra. Comparative Biochemistry and Physiology Part A: Physiology, 90(1), 63–70. ","Calculated length from reported weights using length-weight relationship in Harrison, T. D. (2001). Short communication Length±weight relationships of fishes from South African estuaries.",,
Pomadasys_commersonni,53,53C,lab,Perciformes,Haemulidae,Pomadasys,carnivore,,,South Africa,invertebrate,Donax serra,20,,total collection,13,lipid,0.7858,,standard,5.616598772,274.9526144,159.6012112,410.269363,,,,436.8769231,,85.4,1452,,"Du Preez, H. H., & Cockroft, A. C. (1988). Nonfaecal and faecal losses of Pomadasys commersonni (Teleostei: Pomadasyidae) feeding on the surf clam, Donax serra. Comparative Biochemistry and Physiology Part A: Physiology, 90(1), 63–70. ","Calculated length from reported weights using length-weight relationship in Harrison, T. D. (2001). Short communication Length±weight relationships of fishes from South African estuaries.",,
Pomadasys_commersonni,53,53D,lab,Perciformes,Haemulidae,Pomadasys,carnivore,,,South Africa,invertebrate,Donax serra,20,,total collection,22,energy,0.9874,,standard,5.626682914,277.7393029,150.0762319,410.269363,276.8113317,,,450.3,445.8,71,1452,,"Du Preez, H. H., & Cockroft, A. C. (1988). Nonfaecal and faecal losses of Pomadasys commersonni (Teleostei: Pomadasyidae) feeding on the surf clam, Donax serra. Comparative Biochemistry and Physiology Part A: Physiology, 90(1), 63–70. ","Calculated length from reported weights using length-weight relationship in Harrison, T. D. (2001). Short communication Length±weight relationships of fishes from South African estuaries.",,
Pomadasys_commersonni,53,53A,lab,Perciformes,Haemulidae,Pomadasys,carnivore,,,South Africa,invertebrate,Donax serra,15,,total collection,15,carbohydrate,0.5922,,standard,5.639102573,281.2102395,137.9183005,403.2678786,,,,467.4,,55.1,1378.9,,"Du Preez, H. H., & Cockroft, A. C. (1988). Nonfaecal and faecal losses of Pomadasys commersonni (Teleostei: Pomadasyidae) feeding on the surf clam, Donax serra. Comparative Biochemistry and Physiology Part A: Physiology, 90(1), 63–70. ","Calculated length from reported weights using length-weight relationship in Harrison, T. D. (2001). Short communication Length±weight relationships of fishes from South African estuaries.",,
Pomadasys_commersonni,53,53A,lab,Perciformes,Haemulidae,Pomadasys,carnivore,,,South Africa,invertebrate,Donax serra,15,,total collection,15,lipid,0.7768,,standard,5.639102573,281.2102395,137.9183005,403.2678786,,,,467.4,,55.1,1378.9,,"Du Preez, H. H., & Cockroft, A. C. (1988). Nonfaecal and faecal losses of Pomadasys commersonni (Teleostei: Pomadasyidae) feeding on the surf clam, Donax serra. Comparative Biochemistry and Physiology Part A: Physiology, 90(1), 63–70. ","Calculated length from reported weights using length-weight relationship in Harrison, T. D. (2001). Short communication Length±weight relationships of fishes from South African estuaries.",,
Pomadasys_commersonni,53,53A,lab,Perciformes,Haemulidae,Pomadasys,carnivore,,,South Africa,invertebrate,Donax serra,15,,total collection,15,protein,0.9172,,standard,5.639102573,281.2102395,137.9183005,403.2678786,,,,467.4,,55.1,1378.9,,"Du Preez, H. H., & Cockroft, A. C. (1988). Nonfaecal and faecal losses of Pomadasys commersonni (Teleostei: Pomadasyidae) feeding on the surf clam, Donax serra. Comparative Biochemistry and Physiology Part A: Physiology, 90(1), 63–70. ","Calculated length from reported weights using length-weight relationship in Harrison, T. D. (2001). Short communication Length±weight relationships of fishes from South African estuaries.",,
Pomadasys_commersonni,53,53B,lab,Perciformes,Haemulidae,Pomadasys,carnivore,,,South Africa,invertebrate,Donax serra,15,,total collection,24,total,0.9134,,standard,5.685730153,294.6328935,137.9183005,522.2669496,318.4423637,,,537.6,678.8,55.1,2996,,"Du Preez, H. H., & Cockroft, A. C. (1988). Nonfaecal and faecal losses of Pomadasys commersonni (Teleostei: Pomadasyidae) feeding on the surf clam, Donax serra. Comparative Biochemistry and Physiology Part A: Physiology, 90(1), 63–70. ","Calculated length from reported weights using length-weight relationship in Harrison, T. D. (2001). Short communication Length±weight relationships of fishes from South African estuaries.",,
Pomadasys_commersonni,53,53B,lab,Perciformes,Haemulidae,Pomadasys,carnivore,,,South Africa,invertebrate,Donax serra,15,,total collection,24,energy,0.9875,,standard,5.685730153,294.6328935,137.9183005,522.2669496,318.4423637,,,537.6,678.8,55.1,2996,,"Du Preez, H. H., & Cockroft, A. C. (1988). Nonfaecal and faecal losses of Pomadasys commersonni (Teleostei: Pomadasyidae) feeding on the surf clam, Donax serra. Comparative Biochemistry and Physiology Part A: Physiology, 90(1), 63–70. ","Calculated length from reported weights using length-weight relationship in Harrison, T. D. (2001). Short communication Length±weight relationships of fishes from South African estuaries.",,
Pomadasys_commersonni,53,53E,lab,Perciformes,Haemulidae,Pomadasys,carnivore,,,South Africa,invertebrate,Donax serra,25,,total collection,6,carbohydrate,0.526,,standard,5.452893376,233.4325981,157.3911149,278.2726484,231.909464,,,267.3,262.1,81.9,452.9,,"Du Preez, H. H., & Cockroft, A. C. (1988). Nonfaecal and faecal losses of Pomadasys commersonni (Teleostei: Pomadasyidae) feeding on the surf clam, Donax serra. Comparative Biochemistry and Physiology Part A: Physiology, 90(1), 63–70. ","Calculated length from reported weights using length-weight relationship in Harrison, T. D. (2001). Short communication Length±weight relationships of fishes from South African estuaries.",,
Pomadasys_commersonni,53,53E,lab,Perciformes,Haemulidae,Pomadasys,carnivore,,,South Africa,invertebrate,Donax serra,25,,total collection,6,lipid,0.7296,,standard,5.452893376,233.4325981,157.3911149,278.2726484,231.909464,,,267.3,262.1,81.9,452.9,,"Du Preez, H. H., & Cockroft, A. C. (1988). Nonfaecal and faecal losses of Pomadasys commersonni (Teleostei: Pomadasyidae) feeding on the surf clam, Donax serra. Comparative Biochemistry and Physiology Part A: Physiology, 90(1), 63–70. ","Calculated length from reported weights using length-weight relationship in Harrison, T. D. (2001). Short communication Length±weight relationships of fishes from South African estuaries.",,
Pomadasys_commersonni,53,53E,lab,Perciformes,Haemulidae,Pomadasys,carnivore,,,South Africa,invertebrate,Donax serra,25,,total collection,6,protein,0.8761,,standard,5.452893376,233.4325981,157.3911149,278.2726484,231.909464,,,267.3,262.1,81.9,452.9,,"Du Preez, H. H., & Cockroft, A. C. (1988). Nonfaecal and faecal losses of Pomadasys commersonni (Teleostei: Pomadasyidae) feeding on the surf clam, Donax serra. Comparative Biochemistry and Physiology Part A: Physiology, 90(1), 63–70. ","Calculated length from reported weights using length-weight relationship in Harrison, T. D. (2001). Short communication Length±weight relationships of fishes from South African estuaries.",,
Pomadasys_commersonni,53,53C,lab,Perciformes,Haemulidae,Pomadasys,carnivore,,,South Africa,invertebrate,Donax serra,20,,total collection,13,protein,0.8486,,standard,5.616598772,274.9526144,159.6012112,410.269363,,,,436.8769231,,85.4,1452,,"Du Preez, H. H., & Cockroft, A. C. (1988). Nonfaecal and faecal losses of Pomadasys commersonni (Teleostei: Pomadasyidae) feeding on the surf clam, Donax serra. Comparative Biochemistry and Physiology Part A: Physiology, 90(1), 63–70. ","Calculated length from reported weights using length-weight relationship in Harrison, T. D. (2001). Short communication Length±weight relationships of fishes from South African estuaries.",,
Pomadasys_commersonni,53,53D,lab,Perciformes,Haemulidae,Pomadasys,carnivore,,,South Africa,invertebrate,Donax serra,20,,total collection,22,total,0.9202,,standard,5.626682914,277.7393029,150.0762319,410.269363,276.8113317,,,450.3,445.8,71,1452,,"Du Preez, H. H., & Cockroft, A. C. (1988). Nonfaecal and faecal losses of Pomadasys commersonni (Teleostei: Pomadasyidae) feeding on the surf clam, Donax serra. Comparative Biochemistry and Physiology Part A: Physiology, 90(1), 63–70. ","Calculated length from reported weights using length-weight relationship in Harrison, T. D. (2001). Short communication Length±weight relationships of fishes from South African estuaries.",,
Pomadasys_commersonni,53,53F,lab,Perciformes,Haemulidae,Pomadasys,carnivore,,,South Africa,invertebrate,Donax serra,25,,total collection,11,total,0.956,,standard,5.690530113,296.0505193,145.7251503,404.2497593,272.1609323,,,545.4,423.7,65,1389,,"Du Preez, H. H., & Cockroft, A. C. (1988). Nonfaecal and faecal losses of Pomadasys commersonni (Teleostei: Pomadasyidae) feeding on the surf clam, Donax serra. Comparative Biochemistry and Physiology Part A: Physiology, 90(1), 63–70. ","Calculated length from reported weights using length-weight relationship in Harrison, T. D. (2001). Short communication Length±weight relationships of fishes from South African estuaries.",,
Pomadasys_commersonni,53,53F,lab,Perciformes,Haemulidae,Pomadasys,carnivore,,,South Africa,invertebrate,Donax serra,25,,total collection,11,energy,0.9927,,standard,5.690530113,296.0505193,145.7251503,404.2497593,272.1609323,,,545.4,423.7,65,1389,,"Du Preez, H. H., & Cockroft, A. C. (1988). Nonfaecal and faecal losses of Pomadasys commersonni (Teleostei: Pomadasyidae) feeding on the surf clam, Donax serra. Comparative Biochemistry and Physiology Part A: Physiology, 90(1), 63–70. ","Calculated length from reported weights using length-weight relationship in Harrison, T. D. (2001). Short communication Length±weight relationships of fishes from South African estuaries.",,
Lichia_amia,54,54A,lab,Perciformes,Carangidae,Lichia,carnivore,,,South Africa,fish,Liza richardsonii,15,,total collection,,total,0.8079,,standard,5.150188011,172.4639123,161.8272422,88.71136379,207.0145306,,,94.5,78.6,13.8,160.3,,"Du Preez, H. H., & Cockroft, A. C. (1988). Nonfaecal and faecal losses of the marine teleost, Lichia amia (linnaeus, 1758), feeding on live southern mullet, liza righardsonii (smith, 1846). Comparative Biochemistry and Physiology Part A: Physiology, 90(1), 71–77. ","Calculated length from reported weights using length-weight relationship in Harrison, T. D. (2001). Short communication Length±weight relationships of fishes from South African estuaries.",,
Lichia_amia,54,54A,lab,Perciformes,Carangidae,Lichia,carnivore,,,South Africa,fish,Liza richardsonii,15,,total collection,,energy,0.9375,,standard,5.150188011,172.4639123,161.8272422,88.71136379,207.0145306,,,94.5,78.6,13.8,160.3,,"Du Preez, H. H., & Cockroft, A. C. (1988). Nonfaecal and faecal losses of the marine teleost, Lichia amia (linnaeus, 1758), feeding on live southern mullet, liza righardsonii (smith, 1846). Comparative Biochemistry and Physiology Part A: Physiology, 90(1), 71–77. ","Calculated length from reported weights using length-weight relationship in Harrison, T. D. (2001). Short communication Length±weight relationships of fishes from South African estuaries.",,
Lichia_amia,54,54B,lab,Perciformes,Carangidae,Lichia,carnivore,,,South Africa,fish,Liza richardsonii,20,,total collection,,total,0.7974,,standard,5.313735022,203.1074242,182.6093725,98.89501253,273.1818913,,,151.7,111.5,18.9,357.7,,"Du Preez, H. H., & Cockroft, A. C. (1988). Nonfaecal and faecal losses of the marine teleost, Lichia amia (linnaeus, 1758), feeding on live southern mullet, liza righardsonii (smith, 1846). Comparative Biochemistry and Physiology Part A: Physiology, 90(1), 71–77. ","Calculated length from reported weights using length-weight relationship in Harrison, T. D. (2001). Short communication Length±weight relationships of fishes from South African estuaries.",,
Lichia_amia,54,54B,lab,Perciformes,Carangidae,Lichia,carnivore,,,South Africa,fish,Liza richardsonii,20,,total collection,,energy,0.9407,,standard,5.313735022,203.1074242,182.6093725,98.89501253,273.1818913,,,151.7,111.5,18.9,357.7,,"Du Preez, H. H., & Cockroft, A. C. (1988). Nonfaecal and faecal losses of the marine teleost, Lichia amia (linnaeus, 1758), feeding on live southern mullet, liza righardsonii (smith, 1846). Comparative Biochemistry and Physiology Part A: Physiology, 90(1), 71–77. ","Calculated length from reported weights using length-weight relationship in Harrison, T. D. (2001). Short communication Length±weight relationships of fishes from South African estuaries.",,
Lichia_amia,54,54C,lab,Perciformes,Carangidae,Lichia,carnivore,,,South Africa,fish,Liza richardsonii,25,,total collection,,total,0.8342,,standard,5.320948174,204.5777654,180.4344594,113.5599754,272.0958296,,,154.9,107.7,28.2,353.6,,"Du Preez, H. H., & Cockroft, A. C. (1988). Nonfaecal and faecal losses of the marine teleost, Lichia amia (linnaeus, 1758), feeding on live southern mullet, liza righardsonii (smith, 1846). Comparative Biochemistry and Physiology Part A: Physiology, 90(1), 71–77. ","Calculated length from reported weights using length-weight relationship in Harrison, T. D. (2001). Short communication Length±weight relationships of fishes from South African estuaries.",,
Lichia_amia,54,54C,lab,Perciformes,Carangidae,Lichia,carnivore,,,South Africa,fish,Liza richardsonii,25,,total collection,,energy,0.9489,,standard,5.320948174,204.5777654,180.4344594,113.5599754,272.0958296,,,154.9,107.7,28.2,353.6,,"Du Preez, H. H., & Cockroft, A. C. (1988). Nonfaecal and faecal losses of the marine teleost, Lichia amia (linnaeus, 1758), feeding on live southern mullet, liza righardsonii (smith, 1846). Comparative Biochemistry and Physiology Part A: Physiology, 90(1), 71–77. ","Calculated length from reported weights using length-weight relationship in Harrison, T. D. (2001). Short communication Length±weight relationships of fishes from South African estuaries.",,
Brevoortia_tyrannus,51,51A,lab,Clupeiformes,Clupeidae,Brevoortia,carnivore,41.4,-71.5,Narragansett Bay Rhode Island,zooplankton,Acartia tonsa,20,1,total collection,,carbon,0.867,,fork,5.560681631,260,,,,,,302,,,,,"Durbin, E. G., & Durbin, A. G. (1981). Assimilation efficiency and nitrogen excretion of a filter-feeding planktivore, the Atlantic menhaden, Brevoortia tyrannus (Pisces: Clupeidae). Fishery Bulletin, 79(4), 601-616.","Calculated length from reported weights using length-weight relationship in Harrison, T. D. (n.d.). Short communication Length±weight relationships of fishes from South African estuaries.",,
Brevoortia_tyrannus,51,51A,lab,Clupeiformes,Clupeidae,Brevoortia,carnivore,41.4,-71.5,Narragansett Bay Rhode Island,zooplankton,Acartia tonsa,20,1,total collection,,energy,0.877,,fork,5.560681631,260,,,,,,302,,,,,"Durbin, E. G., & Durbin, A. G. (1981). Assimilation efficiency and nitrogen excretion of a filter-feeding planktivore, the Atlantic menhaden, Brevoortia tyrannus (Pisces: Clupeidae). Fishery Bulletin, 79(4), 601-616.","Calculated length from reported weights using length-weight relationship in Harrison, T. D. (n.d.). Short communication Length±weight relationships of fishes from South African estuaries.",,
Brevoortia_tyrannus,51,51A,lab,Clupeiformes,Clupeidae,Brevoortia,carnivore,41.4,-71.5,Narragansett Bay Rhode Island,zooplankton,Acartia tonsa,20,1,total collection,,nitrogen,0.913,,fork,5.560681631,260,,,,,,302,,,,,"Durbin, E. G., & Durbin, A. G. (1981). Assimilation efficiency and nitrogen excretion of a filter-feeding planktivore, the Atlantic menhaden, Brevoortia tyrannus (Pisces: Clupeidae). Fishery Bulletin, 79(4), 601-616.","Calculated length from reported weights using length-weight relationship in Harrison, T. D. (n.d.). Short communication Length±weight relationships of fishes from South African estuaries.",,
Brevoortia_tyrannus,51,51A,lab,Clupeiformes,Clupeidae,Brevoortia,herbivore,41.4,-71.5,Narragansett Bay Rhode Island,diatoms,Ditylum brightwelli,20,1,total collection,,carbon,0.864,,fork,5.560681631,260,,,,,,302,,,,,"Durbin, E. G., & Durbin, A. G. (1981). Assimilation efficiency and nitrogen excretion of a filter-feeding planktivore, the Atlantic menhaden, Brevoortia tyrannus (Pisces: Clupeidae). Fishery Bulletin, 79(4), 601-616.","Calculated length from reported weights using length-weight relationship in Harrison, T. D. (n.d.). Short communication Length±weight relationships of fishes from South African estuaries.",,
Brevoortia_tyrannus,51,51A,lab,Clupeiformes,Clupeidae,Brevoortia,herbivore,41.4,-71.5,Narragansett Bay Rhode Island,diatoms,Ditylum brightwelli,20,1,total collection,,energy,0.895,,fork,5.560681631,260,,,,,,302,,,,,"Durbin, E. G., & Durbin, A. G. (1981). Assimilation efficiency and nitrogen excretion of a filter-feeding planktivore, the Atlantic menhaden, Brevoortia tyrannus (Pisces: Clupeidae). Fishery Bulletin, 79(4), 601-616.","Calculated length from reported weights using length-weight relationship in Harrison, T. D. (n.d.). Short communication Length±weight relationships of fishes from South African estuaries.",,
Brevoortia_tyrannus,51,51A,lab,Clupeiformes,Clupeidae,Brevoortia,herbivore,41.4,-71.5,Narragansett Bay Rhode Island,diatoms,Ditylum brightwelli,20,1,total collection,,nitrogen,0.924,,fork,5.560681631,260,,,,,,302,,,,,"Durbin, E. G., & Durbin, A. G. (1981). Assimilation efficiency and nitrogen excretion of a filter-feeding planktivore, the Atlantic menhaden, Brevoortia tyrannus (Pisces: Clupeidae). Fishery Bulletin, 79(4), 601-616.","Calculated length from reported weights using length-weight relationship in Harrison, T. D. (n.d.). Short communication Length±weight relationships of fishes from South African estuaries.",,
Gadus_morhua,46,46A,lab,Gadiformes,Gadidae,Gadus,carnivore,56.9,-2.2,Stonehaven Scotland,fish,Pleuronectes platessa,15,1,total collection,16,carbohydrate,0.928,,,5.916202063,365.8564691,256.8871401,456.7231352,271.0634177,,,479,189,160,953,124,"Edwards, R. R. C., Finlayson, D. M., & Steele, J. H. (1972). An experimental study of the oxygen consumption, growth, and metabolism of the cod (Gadus morhua L.). Journal of Experimental Marine Biology and Ecology, 8(3), 299–309. ","Calculated absorption efficiency from nutritional values of food and feces and the relative mass of fecal material per unit food intake.  Took average mass of fish across all experiments and calculated length using Daan, N. (1974). Growth of North Sea cod, Gadus morhua. Netherlands Journal of Sea Research, 8(1), 27–48.",,
Gadus_morhua,46,46A,lab,Gadiformes,Gadidae,Gadus,carnivore,56.9,-2.2,Stonehaven Scotland,fish,Pleuronectes platessa,15,1,total collection,16,energy,0.988,,,5.916202063,365.8564691,256.8871401,456.7231352,271.0634177,,,479,189,160,953,124,"Edwards, R. R. C., Finlayson, D. M., & Steele, J. H. (1972). An experimental study of the oxygen consumption, growth, and metabolism of the cod (Gadus morhua L.). Journal of Experimental Marine Biology and Ecology, 8(3), 299–309. ","Calculated absorption efficiency from nutritional values of food and feces and the relative mass of fecal material per unit food intake.  Took average mass of fish across all experiments and calculated length using Daan, N. (1974). Growth of North Sea cod, Gadus morhua. Netherlands Journal of Sea Research, 8(1), 27–48.",,
Gadus_morhua,46,46A,lab,Gadiformes,Gadidae,Gadus,carnivore,56.9,-2.2,Stonehaven Scotland,fish,Pleuronectes platessa,15,1,total collection,16,lipid,0.987,,,5.916202063,365.8564691,256.8871401,456.7231352,271.0634177,,,479,189,160,953,124,"Edwards, R. R. C., Finlayson, D. M., & Steele, J. H. (1972). An experimental study of the oxygen consumption, growth, and metabolism of the cod (Gadus morhua L.). Journal of Experimental Marine Biology and Ecology, 8(3), 299–309. ","Calculated absorption efficiency from nutritional values of food and feces and the relative mass of fecal material per unit food intake.  Took average mass of fish across all experiments and calculated length using Daan, N. (1974). Growth of North Sea cod, Gadus morhua. Netherlands Journal of Sea Research, 8(1), 27–48.",,
